,J1,J1,J1,J1,J1,J2,J2,J2,J2,J2,J3,J3,J3,J3,J3,J4,J4,J4,J4,J4,robot,robot,robot,robot,robot,robot,robot
,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u1,u1_dir,u2,u2_dir,x,y,z
158,0.07477533017476827,False,"Coordinate({'z': 0, 'y': 0.10151587049170774, 'x': -0.009907489076007893})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04733194228904486, 'y': 0.06954139941099478, 'x': 0.006207325199885188})",-0.07477533017476827,True,"Coordinate({'z': 0, 'y': 0.10147950678408511, 'x': -0.0700925109239921})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04392605039068411, 'y': 0.06949926937781119, 'x': -0.046207325199885185})",-0.07477533017476827,True,"Coordinate({'z': 0, 'y': 0.10147950678408511, 'x': -0.0700925109239921})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04392605039068411, 'y': 0.06949926937781119, 'x': -0.046207325199885185})",0.07477533017476827,False,"Coordinate({'z': 0, 'y': 0.10151587049170774, 'x': -0.009907489076007893})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04733194228904486, 'y': 0.06954139941099478, 'x': 0.006207325199885188})",0.07477533017476827,0.0,-0.07477533017476827,1.0,-0.14156581390902015,0.0,0.0
159,0.07295154163392026,False,"Coordinate({'z': 0, 'y': 0.10194579864185828, 'x': -0.011731277616855905})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04701160703569676, 'y': 0.06975636348607006, 'x': 0.005295430929461182})",-0.07295154163392026,True,"Coordinate({'z': 0, 'y': 0.10190659948154274, 'x': -0.0682687223831441})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04440977234555633, 'y': 0.06971281572653999, 'x': -0.045295430929461186})",-0.07295154163392026,True,"Coordinate({'z': 0, 'y': 0.10190659948154274, 'x': -0.0682687223831441})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04440977234555633, 'y': 0.06971281572653999, 'x': -0.045295430929461186})",0.07295154163392026,False,"Coordinate({'z': 0, 'y': 0.10194579864185828, 'x': -0.011731277616855905})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04701160703569676, 'y': 0.06975636348607006, 'x': 0.005295430929461182})",0.07295154163392026,0.0,-0.07295154163392026,1.0,-0.14065391963859614,0.0,0.0
160,0.07112775309307226,False,"Coordinate({'z': 0, 'y': 0.10225779311853814, 'x': -0.013555066157703903})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04667126020350435, 'y': 0.06991236072440998, 'x': 0.004383536659037183})",-0.07112775309307226,True,"Coordinate({'z': 0, 'y': 0.10221586353647572, 'x': -0.0664449338422961})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04486975322332959, 'y': 0.06986744775400648, 'x': -0.04438353665903719})",-0.07112775309307226,True,"Coordinate({'z': 0, 'y': 0.10221586353647572, 'x': -0.0664449338422961})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04486975322332959, 'y': 0.06986744775400648, 'x': -0.04438353665903719})",0.07112775309307226,False,"Coordinate({'z': 0, 'y': 0.10225779311853814, 'x': -0.013555066157703903})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04667126020350435, 'y': 0.06991236072440998, 'x': 0.004383536659037183})",0.07112775309307226,0.0,-0.07112775309307226,1.0,-0.13974202536817215,0.0,0.0
161,0.06930396455222425,False,"Coordinate({'z': 0, 'y': 0.102455544671817, 'x': -0.015378854698551915})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.046310460584697066, 'y': 0.07001123650104941, 'x': 0.003471642388613177})",-0.06930396455222425,True,"Coordinate({'z': 0, 'y': 0.10241095373501877, 'x': -0.06462114530144808})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04530671613061344, 'y': 0.06996499285327801, 'x': -0.043471642388613174})",-0.06930396455222425,True,"Coordinate({'z': 0, 'y': 0.10241095373501877, 'x': -0.06462114530144808})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04530671613061344, 'y': 0.06996499285327801, 'x': -0.043471642388613174})",0.06930396455222425,False,"Coordinate({'z': 0, 'y': 0.102455544671817, 'x': -0.015378854698551915})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.046310460584697066, 'y': 0.07001123650104941, 'x': 0.003471642388613177})",0.06930396455222425,0.0,-0.06930396455222425,1.0,-0.13883013109774814,0.0,0.0
162,0.06748017601137625,False,"Coordinate({'z': 0, 'y': 0.10254131286809054, 'x': -0.017202643239399913})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045928726172510904, 'y': 0.07005412059918618, 'x': 0.0025597481181891778})",-0.06748017601137625,True,"Coordinate({'z': 0, 'y': 0.10249409783470972, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04572132102680997, 'y': 0.07000656490312349, 'x': -0.042559748118189175})",-0.06748017601137625,True,"Coordinate({'z': 0, 'y': 0.10249409783470972, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04572132102680997, 'y': 0.07000656490312349, 'x': -0.042559748118189175})",0.06748017601137625,False,"Coordinate({'z': 0, 'y': 0.10254131286809054, 'x': -0.017202643239399913})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045928726172510904, 'y': 0.07005412059918618, 'x': 0.0025597481181891778})",0.06748017601137625,0.0,-0.06748017601137625,1.0,-0.13791823682732413,0.0,0.0
163,0.06565638747052824,False,"Coordinate({'z': 0, 'y': 0.10251605912492477, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045525530351346065, 'y': 0.07004149372760331, 'x': 0.0016478538477651718})",-0.06565638747052824,True,"Coordinate({'z': 0, 'y': 0.10246622758794971, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04611417096741932, 'y': 0.06999262977974348, 'x': -0.041647853847765176})",-0.06565638747052824,True,"Coordinate({'z': 0, 'y': 0.10246622758794971, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04611417096741932, 'y': 0.06999262977974348, 'x': -0.041647853847765176})",0.06565638747052824,False,"Coordinate({'z': 0, 'y': 0.10251605912492477, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045525530351346065, 'y': 0.07004149372760331, 'x': 0.0016478538477651718})",0.06565638747052824,0.0,-0.06565638747052824,1.0,-0.1388301310977481,0.0,0.0
164,0.06383259892968024,False,"Coordinate({'z': 0, 'y': 0.10237950151239364, 'x': -0.020850220321095923})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045100297531084105, 'y': 0.06997321492133773, 'x': 0.0007359595773411727})",-0.06383259892968024,True,"Coordinate({'z': 0, 'y': 0.10232703182819591, 'x': -0.05914977967890408})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04648581750671142, 'y': 0.06992303189986658, 'x': -0.04073595957734118})",-0.06383259892968024,True,"Coordinate({'z': 0, 'y': 0.10232703182819591, 'x': -0.05914977967890408})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04648581750671142, 'y': 0.06992303189986658, 'x': -0.04073595957734118})",0.06383259892968024,False,"Coordinate({'z': 0, 'y': 0.10237950151239364, 'x': -0.020850220321095923})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045100297531084105, 'y': 0.06997321492133773, 'x': 0.0007359595773411727})",0.06383259892968024,0.0,-0.06383259892968024,1.0,-0.1397420253681721,0.0,0.0
165,0.06200881038883223,False,"Coordinate({'z': 0, 'y': 0.10213009879380394, 'x': -0.022674008861943935})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.044652398129243015, 'y': 0.06984851356204289, 'x': -0.0001759346930828333})",-0.06200881038883223,True,"Coordinate({'z': 0, 'y': 0.10207493885315422, 'x': -0.057325991138056066})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04683676539003642, 'y': 0.06979698541234573, 'x': -0.039824065306917164})",-0.06200881038883223,True,"Coordinate({'z': 0, 'y': 0.10207493885315422, 'x': -0.057325991138056066})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04683676539003642, 'y': 0.06979698541234573, 'x': -0.039824065306917164})",0.06200881038883223,False,"Coordinate({'z': 0, 'y': 0.10213009879380394, 'x': -0.022674008861943935})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.044652398129243015, 'y': 0.06984851356204289, 'x': -0.0001759346930828333})",0.06200881038883223,0.0,-0.06200881038883223,1.0,-0.1406539196385961,0.0,0.0
166,0.060185021847984216,False,"Coordinate({'z': 0, 'y': 0.1017649615511411, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04418114278367724, 'y': 0.06966594494071147, 'x': -0.0010878289635068393})",-0.060185021847984216,True,"Coordinate({'z': 0, 'y': 0.10170702572602855, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04716747664243323, 'y': 0.0696130288487829, 'x': -0.038912171036493165})",-0.060185021847984216,True,"Coordinate({'z': 0, 'y': 0.10170702572602855, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04716747664243323, 'y': 0.0696130288487829, 'x': -0.038912171036493165})",0.060185021847984216,False,"Coordinate({'z': 0, 'y': 0.1017649615511411, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04418114278367724, 'y': 0.06966594494071147, 'x': -0.0010878289635068393})",0.060185021847984216,0.0,-0.060185021847984216,1.0,-0.14156581390902012,0.0,0.0
167,0.05836123330713622,False,"Coordinate({'z': 0, 'y': 0.10127967807324789, 'x': -0.026321585943639945})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04368577565215092, 'y': 0.06942330320176486, 'x': -0.0019997232339308384})",-0.05836123330713622,True,"Coordinate({'z': 0, 'y': 0.1012188419065646, 'x': -0.053678414056360056})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0474783741413582, 'y': 0.06936893693905093, 'x': -0.038000276766069166})",-0.05836123330713622,True,"Coordinate({'z': 0, 'y': 0.1012188419065646, 'x': -0.053678414056360056})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0474783741413582, 'y': 0.06936893693905093, 'x': -0.038000276766069166})",0.05836123330713622,False,"Coordinate({'z': 0, 'y': 0.10127967807324789, 'x': -0.026321585943639945})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04368577565215092, 'y': 0.06942330320176486, 'x': -0.0019997232339308384})",0.05836123330713622,0.0,-0.05836123330713622,1.0,-0.1424777081794441,0.0,0.0
168,0.056537444766288206,False,"Coordinate({'z': 0, 'y': 0.100668029319721, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.043165466621682476, 'y': 0.06911747882500142, 'x': -0.0029116175043548444})",-0.056537444766288206,True,"Coordinate({'z': 0, 'y': 0.10060412114292155, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04776984474622283, 'y': 0.0690615765572294, 'x': -0.03708838249564515})",-0.056537444766288206,True,"Coordinate({'z': 0, 'y': 0.10060412114292155, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04776984474622283, 'y': 0.0690615765572294, 'x': -0.03708838249564515})",0.056537444766288206,False,"Coordinate({'z': 0, 'y': 0.100668029319721, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.043165466621682476, 'y': 0.06911747882500142, 'x': -0.0029116175043548444})",0.056537444766288206,0.0,-0.056537444766288206,1.0,-0.14338960244986812,0.0,0.0
169,0.0547136562254402,False,"Coordinate({'z': 0, 'y': 0.09992154668288669, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042619302207852275, 'y': 0.06874423750658426, 'x': -0.003823511774778847})",-0.0547136562254402,True,"Coordinate({'z': 0, 'y': 0.09985433472405214, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04804224204519197, 'y': 0.0686866833477947, 'x': -0.036176488225221154})",-0.0547136562254402,True,"Coordinate({'z': 0, 'y': 0.09985433472405214, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04804224204519197, 'y': 0.0686866833477947, 'x': -0.036176488225221154})",0.0547136562254402,False,"Coordinate({'z': 0, 'y': 0.09992154668288669, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042619302207852275, 'y': 0.06874423750658426, 'x': -0.003823511774778847})",0.0547136562254402,0.0,-0.0547136562254402,1.0,-0.14430149672029213,0.0,0.0
170,0.052889867684592196,False,"Coordinate({'z': 0, 'y': 0.09902883100617164, 'x': -0.03179295156618397})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042046274869244185, 'y': 0.06829787966822674, 'x': -0.0047354060452028494})",-0.052889867684592196,True,"Coordinate({'z': 0, 'y': 0.09895800344174692, 'x': -0.048207048433816034})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04829588876973406, 'y': 0.06823851770664209, 'x': -0.035264593954797155})",-0.052889867684592196,True,"Coordinate({'z': 0, 'y': 0.09895800344174692, 'x': -0.048207048433816034})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04829588876973406, 'y': 0.06823851770664209, 'x': -0.035264593954797155})",0.052889867684592196,False,"Coordinate({'z': 0, 'y': 0.09902883100617164, 'x': -0.03179295156618397})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042046274869244185, 'y': 0.06829787966822674, 'x': -0.0047354060452028494})",0.052889867684592196,0.0,-0.052889867684592196,1.0,-0.14521339099071612,0.0,0.0
171,0.051066079143744184,False,"Coordinate({'z': 0, 'y': 0.09797448592618908, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04144527039066055, 'y': 0.06777070712823546, 'x': -0.0056473003156268554})",-0.051066079143744184,True,"Coordinate({'z': 0, 'y': 0.09789961920269273, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0485310789192593, 'y': 0.067709325587115, 'x': -0.03435269968437314})",-0.051066079143744184,True,"Coordinate({'z': 0, 'y': 0.09789961920269273, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0485310789192593, 'y': 0.067709325587115, 'x': -0.03435269968437314})",0.051066079143744184,False,"Coordinate({'z': 0, 'y': 0.09797448592618908, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04144527039066055, 'y': 0.06777070712823546, 'x': -0.0056473003156268554})",0.051066079143744184,0.0,-0.051066079143744184,1.0,-0.14612528526114013,0.0,0.0
172,0.04924229060289618,False,"Coordinate({'z': 0, 'y': 0.09673738804731047, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04081505289484542, 'y': 0.06715215818879615, 'x': -0.006559194586050858})",-0.04924229060289618,True,"Coordinate({'z': 0, 'y': 0.09665789440234396, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04874807963146199, 'y': 0.0670884631869406, 'x': -0.03344080541394914})",-0.04924229060289618,True,"Coordinate({'z': 0, 'y': 0.09665789440234396, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04874807963146199, 'y': 0.0670884631869406, 'x': -0.03344080541394914})",0.04924229060289618,False,"Coordinate({'z': 0, 'y': 0.09673738804731047, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04081505289484542, 'y': 0.06715215818879615, 'x': -0.006559194586050858})",0.04924229060289618,0.0,-0.04924229060289618,1.0,-0.14703717953156414,0.0,0.0
173,0.04741850206204817,False,"Coordinate({'z': 0, 'y': 0.09528773365922855, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04015424691788192, 'y': 0.06642733099475519, 'x': -0.0074710888564748605})",-0.04741850206204817,True,"Coordinate({'z': 0, 'y': 0.09520276885363191, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.048947132828414786, 'y': 0.06636090041258458, 'x': -0.032528911143525144})",-0.04741850206204817,True,"Coordinate({'z': 0, 'y': 0.09520276885363191, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.048947132828414786, 'y': 0.06636090041258458, 'x': -0.032528911143525144})",0.04741850206204817,False,"Coordinate({'z': 0, 'y': 0.09528773365922855, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04015424691788192, 'y': 0.06642733099475519, 'x': -0.0074710888564748605})",0.04741850206204817,0.0,-0.04741850206204817,1.0,-0.14794907380198813,0.0,0.0
174,0.04559471352120017,False,"Coordinate({'z': 0, 'y': 0.09358162524543591, 'x': -0.039088105729575995})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.03946131581631011, 'y': 0.06557427678785888, 'x': -0.008382983126898863})",-0.04559471352120017,True,"Coordinate({'z': 0, 'y': 0.09348991257063026, 'x': -0.04091189427042401})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04912845666381895, 'y': 0.06550447227108376, 'x': -0.03161701687310114})",-0.04559471352120017,True,"Coordinate({'z': 0, 'y': 0.09348991257063026, 'x': -0.04091189427042401})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04912845666381895, 'y': 0.06550447227108376, 'x': -0.03161701687310114})",0.04559471352120017,False,"Coordinate({'z': 0, 'y': 0.09358162524543591, 'x': -0.039088105729575995})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.03946131581631011, 'y': 0.06557427678785888, 'x': -0.008382983126898863})",0.04559471352120017,0.0,-0.04559471352120017,1.0,-0.14886096807241214,0.0,0.0
175,0.04377092498035216,False,"Coordinate({'z': 0, 'y': 0.09440333904413557, 'x': -0.04186232884006763})","Coordinate({'z': 0, 'y': 0.039424842040491716, 'x': 0.020498350934930264})","Coordinate({'z': 0.0390869083517748, 'y': 0.06691409054231365, 'x': -0.010681988952568684})",-0.04377092498035216,True,"Coordinate({'z': 0, 'y': 0.09436309420438459, 'x': -0.03813767115993237})","Coordinate({'z': 0, 'y': 0.03938459720074074, 'x': -0.020498350934930264})","Coordinate({'z': 0.049215989226063094, 'y': 0.06687384570256266, 'x': -0.029318011047431317})",-0.04377092498035216,True,"Coordinate({'z': 0, 'y': 0.09436309420438459, 'x': -0.03813767115993237})","Coordinate({'z': 0, 'y': 0.03938459720074074, 'x': -0.020498350934930264})","Coordinate({'z': 0.049215989226063094, 'y': 0.06687384570256266, 'x': -0.029318011047431317})",0.04377092498035216,False,"Coordinate({'z': 0, 'y': 0.09440333904413557, 'x': -0.04186232884006763})","Coordinate({'z': 0, 'y': 0.039424842040491716, 'x': 0.020498350934930264})","Coordinate({'z': 0.0390869083517748, 'y': 0.06691409054231365, 'x': -0.010681988952568684})",0.04377092498035216,0.0,-0.04377092498035216,1.0,-0.15115997389808197,0.0,0.0
176,0.04194713643950415,False,"Coordinate({'z': 0, 'y': 0.09518759263229667, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.04020909562865282, 'x': 0.019624996963725883})","Coordinate({'z': 0.0390869083517748, 'y': 0.06769834413047475, 'x': -0.011555342923773065})",-0.04194713643950415,True,"Coordinate({'z': 0, 'y': 0.09515039677667779, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.04017189977303394, 'x': -0.019624996963725883})","Coordinate({'z': 0.049215989226063094, 'y': 0.06766114827485586, 'x': -0.028444657076226936})",-0.04194713643950415,True,"Coordinate({'z': 0, 'y': 0.09515039677667779, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.04017189977303394, 'x': -0.019624996963725883})","Coordinate({'z': 0.049215989226063094, 'y': 0.06766114827485586, 'x': -0.028444657076226936})",0.04194713643950415,False,"Coordinate({'z': 0, 'y': 0.09518759263229667, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.04020909562865282, 'x': 0.019624996963725883})","Coordinate({'z': 0.0390869083517748, 'y': 0.06769834413047475, 'x': -0.011555342923773065})",0.04194713643950415,0.0,-0.04194713643950415,1.0,-0.15203332786928636,0.0,0.0
177,0.040123347898656146,False,"Coordinate({'z': 0, 'y': 0.09664214894092589, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.04166365193728203, 'x': 0.017801208422877877})","Coordinate({'z': 0.0390869083517748, 'y': 0.06915290043910396, 'x': -0.01337913146462107})",-0.040123347898656146,True,"Coordinate({'z': 0, 'y': 0.09661044590270099, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.04163194889905713, 'x': -0.017801208422877877})","Coordinate({'z': 0.049215989226063094, 'y': 0.06912119740087906, 'x': -0.02662086853537893})",-0.040123347898656146,True,"Coordinate({'z': 0, 'y': 0.09661044590270099, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.04163194889905713, 'x': -0.017801208422877877})","Coordinate({'z': 0.049215989226063094, 'y': 0.06912119740087906, 'x': -0.02662086853537893})",0.040123347898656146,False,"Coordinate({'z': 0, 'y': 0.09664214894092589, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.04166365193728203, 'x': 0.017801208422877877})","Coordinate({'z': 0.0390869083517748, 'y': 0.06915290043910396, 'x': -0.01337913146462107})",0.040123347898656146,0.0,-0.040123347898656146,1.0,-0.15385711641013436,0.0,0.0
178,0.03829955935780814,False,"Coordinate({'z': 0, 'y': 0.0978833925227652, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.042904895519121355, 'x': 0.015977419882029872})","Coordinate({'z': 0.0390869083517748, 'y': 0.07039414402094328, 'x': -0.015202920005469075})",-0.03829955935780814,True,"Coordinate({'z': 0, 'y': 0.09785633116520019, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.042877834161556334, 'x': -0.015977419882029872})","Coordinate({'z': 0.049215989226063094, 'y': 0.07036708266337827, 'x': -0.024797079994530926})",-0.03829955935780814,True,"Coordinate({'z': 0, 'y': 0.09785633116520019, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.042877834161556334, 'x': -0.015977419882029872})","Coordinate({'z': 0.049215989226063094, 'y': 0.07036708266337827, 'x': -0.024797079994530926})",0.03829955935780814,False,"Coordinate({'z': 0, 'y': 0.0978833925227652, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.042904895519121355, 'x': 0.015977419882029872})","Coordinate({'z': 0.0390869083517748, 'y': 0.07039414402094328, 'x': -0.015202920005469075})",0.03829955935780814,0.0,-0.03829955935780814,1.0,-0.15568090495098236,0.0,0.0
179,0.036475770816960136,False,"Coordinate({'z': 0, 'y': 0.09894135679704814, 'x': -0.04820704843381603})","Coordinate({'z': 0, 'y': 0.043962859793404294, 'x': 0.014153631341181867})","Coordinate({'z': 0.0390869083517748, 'y': 0.07145210829522622, 'x': -0.01702670854631708})",-0.036475770816960136,True,"Coordinate({'z': 0, 'y': 0.09891834508400828, 'x': -0.031792951566183975})","Coordinate({'z': 0, 'y': 0.04393984808036443, 'x': -0.014153631341181867})","Coordinate({'z': 0.049215989226063094, 'y': 0.07142909658218635, 'x': -0.02297329145368292})",-0.036475770816960136,True,"Coordinate({'z': 0, 'y': 0.09891834508400828, 'x': -0.031792951566183975})","Coordinate({'z': 0, 'y': 0.04393984808036443, 'x': -0.014153631341181867})","Coordinate({'z': 0.049215989226063094, 'y': 0.07142909658218635, 'x': -0.02297329145368292})",0.036475770816960136,False,"Coordinate({'z': 0, 'y': 0.09894135679704814, 'x': -0.04820704843381603})","Coordinate({'z': 0, 'y': 0.043962859793404294, 'x': 0.014153631341181867})","Coordinate({'z': 0.0390869083517748, 'y': 0.07145210829522622, 'x': -0.01702670854631708})",0.036475770816960136,0.0,-0.036475770816960136,1.0,-0.15750469349183036,0.0,0.0
